Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
3580,3589,3542.75,3581.25,1929840250,37096,540874
3581,3591.95,3546.55,3561.1,2021644292,37361,566889
3685,3692,3624.8,3629.15,1995964029,27647,548014
3700,3739.75,3686.55,3701.1,2495628289,33186,671241
3703.7,3716.7,3660,3704.25,3312964929,57064,897954
3666,3743.7,3653.65,3717.8,3756012545,48870,1012760
3707,3708.7,3666.85,3675.1,6496073289,81381,1763568
3720,3763.9,3711.2,3732.2,3785379767,51163,1012381
3765,3796.95,3754.7,3758.15,3243427784,58213,859573
3784.1,3799,3760.85,3792.5,3736441660,90117,988418
3741.2,3778,3740.05,3765.9,3184713955,81973,846220
3750,3770,3718.35,3758.35,5665601042,51076,1512808
3712,3759.95,3704.45,3749.3,4555251904,77103,1220243
3729,3764.65,3720,3729.75,12024653127,95916,3208487
3699,3737.45,3693.65,3725.05,8190777827,96512,2201029
3695.3,3724.35,3681,3712.05,7938093291,130924,2141268
3645,3695,3640.45,3686.75,3404948215,59808,928229
3582,3675,3582,3665,7833521978,132647,2139989
3490,3575,3448,3551.25,13367759100,190570,3782272
3440,3482,3417.85,3450.8,5435659118,122460,1573851
3461,3475,3421,3428.1,3862550701,94416,1123799
3519.05,3525.9,3446.7,3457.15,3353983327,66664,964211
3575.1,3580.5,3468.6,3517.9,4883727082,79022,1387291
3475,3575,3454.25,3565.15,4445389364,74223,1255793
3463.25,3508,3463.25,3480.55,1917898709,28599,550593
3492,3499,3462.05,3468,642063885.4,11876,184836
3500,3521.7,3480.25,3485.65,1566839587,22495,448851
3567.7,3575,3475,3502.35,5198245165,59721,1482929
3530,3572,3529.95,3561.3,3286067252,64334,922758
3487,3534.4,3483.75,3520.65,3015388362,32059,858741
3486,3502.9,3466.1,3486.4,3097016985,44515,888739
3500,3539.9,3460.55,3468.45,3852245048,85770,1105738
3525,3573,3508.4,3551.35,3843575283,70717,1085682
3462.5,3544.95,3455,3512.25,3216722329,65314,916432
3450,3473.75,3447.5,3457.45,3971006289,65090,1147918
3445.1,3484.9,3445.1,3456.35,4638836499,55887,1339244
3380,3464,3353.8,3452.25,4355308583,66479,1264712
3345,3380,3345,3373.85,3498112557,54225,1039453
3364.4,3385.7,3348,3363.85,2322641176,76808,690029
3365,3381.7,3340,3374.35,2629863774,40077,782120
3335,3389.85,3331.55,3370.85,5200023792,70004,1543237
3365,3384.05,3321.05,3338.8,3697486848,57190,1107079
3339.05,3349,3318.2,3325.8,2723783647,56656,818106
3380,3399,3342,3351.3,2651753980,63034,789634
3350,3386,3336.8,3365.35,3557629476,47466,1055390
3320,3359.5,3320,3348.75,2931364681,45932,875155
3352,3376.9,3325.1,3338.7,1971965857,35206,588922
3336,3366,3310,3354.55,2268266533,61439,676445
3301.4,3338,3265,3327.8,3091341157,61273,937496
3320,3335.85,3285.8,3293.3,2797653328,63908,847453
3320,3349,3292.65,3316.2,3033658182,47142,915137
3352,3378.8,3307,3326,2374607584,63792,713412
3346,3375,3336,3347.6,1141039124,25557,340117
3396,3400,3313.1,3344.35,3546790758,85813,1061937
3409,3443.3,3395,3402.2,1837696463,38084,538326
3406,3448,3400.05,3442.95,3844974455,66445,1121901
3391,3415,3387.85,3404.1,2688922028,53022,790817
3352.3,3375,3350.05,3354.25,1825158573,33967,542941
3316.05,3358.6,3316.05,3332.05,1958458797,45077,585939
3362.5,3375,3328.1,3336.85,2702801003,50385,806523
3350,3398,3340.1,3362.6,3285017231,55737,975400
3350,3389.2,3350,3360.05,3623058087,42636,1077014
3321.65,3399.95,3313.6,3357.6,3025495733,56518,899089
3275.3,3312.2,3275.3,3306.15,1528602785,20832,463083
3252,3290.55,3233,3265.85,2172231194,57858,665029
3280,3295.75,3273.2,3279.4,165787120.2,5068,50502
3300,3315,3269.4,3276.7,2533376679,72466,770838
3304.3,3328,3296.2,3309.9,4012445903,47300,1210943
3311,3338.85,3307.45,3323.9,2323327422,45439,698886
3319.5,3364.95,3306.75,3335.6,2166087331,32772,650049
3317.2,3334.9,3293.15,3323.45,1417694958,38481,426556
3328,3350,3306.3,3331.55,2503401415,54716,751418
3302.3,3375,3290.05,3308.75,2694711171,54918,810070
3320,3338.8,3279,3324.8,2713227620,48896,820198
3338,3364.2,3325.4,3342.35,3016509827,36468,901095
3333,3377.7,3265.1,3335.45,3870062535,57015,1172921
3286,3323.9,3261,3314.55,4520795391,58826,1368097
3330.2,3357.9,3260,3268.5,4767025180,83876,1439126
3324,3367.05,3312.8,3354.8,3852840677,72505,1152665
3256,3335.55,3256,3324.35,5063175852,90393,1528964
3335,3338,3156.8,3274.5,16834849880,237712,5161325
3125.1,3160.95,3090.75,3127.6,6806703987,94071,2179336
3027,3131.4,3010,3109.85,6653168595,76208,2171474
3040.3,3052,3022.3,3034.15,6814067170,40099,2247864
3015,3039.75,3006.4,3021.85,3697126151,49198,1224418
3026.25,3039,3005,3016.4,2776626176,59650,919102
3035,3047,3020,3037.15,5566457681,97949,1835839
3030,3038.3,3003,3015,2003238753,54882,663777
3020.2,3055,2997.55,3013,3287425555,45806,1084898
3024,3051,2991,3006.6,2149835174,66381,712696
3034,3036.85,3001,3012.3,4031947160,49474,1335305
3031.8,3035,2992.65,3009.65,3043151078,56131,1010097
3030,3031,2996.9,3015.1,4428868225,114730,1469032
3005,3043.95,3001.05,3019.4,3359820168,78450,1110797
3000,3032,2983.5,2995.15,3006019662,40403,998964
2999,3035,2992.3,3019,5788960659,82856,1915976
3025,3029.25,3005,3017.15,2802909922,66270,929977
3017,3029.95,2991,3022.6,3022964984,54920,1003410
3025,3057.95,2980.1,2993.4,2375526138,58103,791523
3060.25,3065.85,3013.3,3028.05,3506358050,83145,1156923
3105,3119.1,3048,3065.85,2669144968,75927,869680
3145,3172.95,3107.75,3119.1,3575790614,81448,1143210
3032,3188,3032,3158.9,8513723422,139218,2734892
3005.9,3071.9,3005.9,3029.05,5119990971,73737,1683241
3096.7,3096.7,2995.1,3004.8,3565268549,103039,1182134
3059.7,3139.9,3055.6,3112.7,3489556518,76316,1122425
3072,3094.5,3016.8,3033.7,2383594537,60950,783414
3077.1,3127.6,3064.6,3085.9,1983671305,33933,640630
3092,3122.9,3037.5,3105.85,4897349585,111536,1584820
3070,3126.95,3061,3104.6,7788973365,105103,2510786
3052,3130,3052,3116.25,5567898383,93133,1791212
3032,3080,3031.9,3056.05,3262248029,61573,1065694
3019.95,3049.85,3008.5,3030.7,2111689300,49072,696443
3005,3019.95,2982.3,3000.7,2060318311,41037,687358
2989,3036.45,2964,3020.2,4117838193,82245,1370727
2994.8,2994.8,2922.1,2958.75,2771770222,51677,940823
3020,3021,2982.5,3006.65,3890277209,94865,1295257
2990.1,3026.95,2950.95,3005,1969286588,48320,657416
3020,3039.95,2967.65,2978.4,4529305554,77739,1510952
3070,3094.9,3042.55,3069.65,3531219854,53212,1151401
3008.1,3094,3008,3083.6,3962673607,66610,1291789
2976,3020,2971,3005.4,2843103091,51896,949297
2940,2978,2940,2964.55,2134484780,43195,720671
2975,3002.8,2951.25,2963.35,2416516424,56887,812951
3008,3012,2951.05,2987.35,3742880642,54570,1253979
2998.8,3025,2996.5,3009.05,3201920809,97366,1062848
2985,3020,2981.1,3008.8,4496585359,131521,1495287
2988,2995.15,2956.75,2974.65,3234401406,56185,1086329
2969,2991.6,2928.2,2969.65,4379016287,84018,1475916
2931,2973,2931,2955.7,2340107787,57518,792026
2910,2944,2910,2921.2,1597275097,28452,545369
2930,2953,2902.6,2913.3,2527489074,91235,862455
2909,2945.35,2901,2915.3,2620216885,38680,897211
2880,2927,2880,2908.6,1773122528,42557,609410
2890,2917.15,2890,2901.95,2239475903,48016,771060
2822.2,2894.9,2822,2876.75,2425916468,54822,843892
2803,2865,2803,2847.45,5846423956,101074,2050355
2754,2817.5,2738.85,2800.75,4573539602,87256,1634837
2731.65,2758.35,2731.65,2750.85,2258098809,58165,821881
2702.05,2770.6,2681.05,2728.8,2160384407,66270,787692
2785.05,2790,2728.3,2742.7,4427644757,123550,1609280
2781.15,2905.6,2750,2804.2,18602227601,338508,6609130
2535,2563.45,2509.75,2528.35,4977798525,102913,1963120
2505,2520,2493,2501.15,2150863789,47154,858177
2481,2514,2481,2498.2,2688315412,79300,1076421
2485,2494,2460.5,2468.15,1673380403,43424,676896
2467,2483.55,2438.7,2456.2,1336484187,26955,542170
2433,2475.15,2420,2468,1597368881,34857,651348
2401,2451.9,2392.6,2404.5,1614146464,43739,668732
2448.1,2463.55,2400,2403.95,1548381059,39128,638854
2469,2473.5,2441.1,2451,1293648970,39596,526135
2471.2,2507.75,2424,2498.85,3616633717,79414,1463424
2421,2499.95,2412.6,2482.8,3283639061,64978,1333868
2391.6,2414.6,2371.65,2399.4,1666732270,45279,695904
2380,2386.85,2345,2373.9,1716345633,36556,723830
2402.5,2403.25,2351.9,2380.4,2179261517,51157,917069
2370.6,2432,2370.6,2418.75,1850659820,48897,770171
2428,2448,2342.75,2369.1,2043512213,49540,850366
2446,2448.7,2407.3,2438.35,1770257271,46778,729604
2430,2460,2424.7,2446.55,1309138295,36006,535613
2411.45,2426,2394.85,2422.6,821083072,24004,340063
2391.7,2409,2377.15,2394.95,1671831992,54930,698008
2424,2425,2375,2379.9,1241900330,28646,519291
2462.25,2506.4,2412.85,2421.35,1819350302,41403,740911
2490,2514.5,2465.85,2475.5,1855174139,33670,744713
2460,2498,2457.2,2486.75,1331146543,31804,536130
2425,2472.9,2420,2446.8,2026955975,56804,827271
2450,2454.65,2415.9,2429.65,2284980118,66292,938654
2480,2490.2,2455,2461.25,1569741017,32566,634848
2490,2519.45,2463.6,2495.9,3652912213,75949,1464320
2525,2625,2475.15,2514.1,10568233704,198328,4151906
2342,2434.9,2342,2411.7,5541480273,120841,2312288
2333.5,2348.65,2316.5,2341.45,1852104353,45818,792329
2370,2391,2333,2352.4,1523323484,27765,645816
2370,2380,2353.65,2366.2,1252378571,35470,529369
2341.2,2386,2330.3,2372.7,981364283.1,30803,415646
2361.6,2385,2334,2347.9,1082594618,27141,461081
2376,2419.25,2356.15,2359.85,1515982960,52435,637573
2400,2433,2378.25,2385.3,1877503931,58145,780709
2370.2,2417.05,2366.95,2397.6,1696294743,46400,707516
2346,2383,2344,2372.05,2596542402,55829,1094786
2336.9,2369,2335,2351.75,1889620319,43520,803969
2353.5,2359.8,2313.25,2332.6,2038659313,47181,873969
2353,2372.7,2347.4,2360.45,2619305673,64802,1111647
2337.3,2370.8,2337.3,2350.05,1319162998,37134,560556
2355,2362.15,2330.3,2339.6,1467390844,34655,626870
2360.1,2370,2351.1,2361.95,60980555.55,1709,25804
2362.1,2385,2357.1,2371.55,1344054778,40928,566755
2351.9,2368.9,2350,2361.4,1346314255,39378,570178
2365,2380,2338.05,2350.65,2140278833,44523,909794
2350,2355,2324.75,2348.8,2046527527,49339,872888
2315,2345,2315,2341.1,1753033489,43539,750013
2296.75,2324,2278.2,2307.95,2632612225,80773,1139649
2236,2291.45,2236,2286.7,2670212767,82309,1172023
2234,2242.35,2222.2,2235.45,2465993436,69002,1105090
2206,2248.8,2186,2229.3,2496420268,90238,1120710
2220.1,2237.8,2202.5,2212,3078248269,116197,1391198
2248,2250,2223.15,2227.7,3845215200,90760,1720293
2250,2270.6,2244.4,2262.25,2223083985,77747,983745
2291.6,2293,2223.55,2244.55,4324679503,108159,1925161
2286.4,2323,2281.3,2295.7,3794293729,80184,1653046
2300,2311.95,2250,2283.85,4326594778,104715,1893643
2319,2326,2287,2296.25,4120736488,118241,1787717
2290,2357,2204,2339.05,18990826898,371091,8319997
2625.05,2625.05,2268.7,2296.65,28978333007,567605,12253468
2866.5,2935.6,2834.9,2916.7,6145240898,130504,2127334
2803,2827.8,2776.25,2815.65,2294832018,82876,818952
2833.55,2838.95,2756.25,2766.35,3779427300,54872,1355082
2850,2873.65,2827.25,2831.9,1320755198,53260,464545
2879,2899,2850,2865.85,1573071711,39494,546620
2945,2949.15,2872.05,2880.05,2714997400,66788,937495
2948.9,2999.55,2948,2968.45,3108808140,47275,1044434
2930,2989.7,2914.85,2969.05,3597167854,123726,1215111
2910.75,2953.55,2910.75,2944.2,2725807138,82593,927755
2865,2896.95,2851.2,2889.35,4454049727,53093,1543506
2845,2869.65,2834,2854.55,1217695461,34280,426948
2845.2,2865,2832.65,2852.75,1793837168,42722,629607
2849.95,2875.5,2830,2863.2,2633075201,72423,921286
2883,2894.5,2862,2872.8,3575831068,79563,1242510
2864.8,2874.7,2827.55,2865.65,3201048909,64716,1124330
2875,2886.2,2841.1,2856,4285750116,77445,1497018
2866.25,2890,2851,2860.75,2311278641,35343,805853
2876.35,2911.65,2868.05,2878.25,2620627489,45199,907599
2866,2888.9,2842.9,2874.1,2989016410,63511,1041540
2890,2890,2850.1,2863.45,3842515231,62917,1341267
2940,2944.7,2912,2918.1,2086317935,56232,714257
2981.8,2990,2930,2945.75,1792529677,50589,608270
2988,2989,2957.25,2970.25,2288622371,39215,770362
2981.25,3009.8,2980,3004.35,5141894239,113033,1714420
2947,2976.7,2926.25,2970.1,4522099849,58043,1525685
2924.55,2939.4,2913.25,2921.3,2621697122,58382,896493
2926,2942.5,2872.15,2903.45,3669048880,78769,1263540
2914,2961.4,2892,2913.8,3072228578,65565,1051829
2915.3,2935.85,2885.4,2907,4296221218,72587,1476013
2948,2948,2902.1,2910.55,2564475120,59278,878720
2916,2969.4,2916,2959.8,4483460080,134905,1521693
2870,2922,2867.6,2917.8,3798133438,79554,1307206
2798.7,2855,2797.1,2840.55,3092428786,58474,1087942
2801.6,2819.9,2793.15,2807.8,1952369767,36691,694843
2825.25,2832.35,2808.5,2819.45,1954126852,32823,693153
2780.1,2825,2767.05,2820.45,1626296587,29460,580418
2783,2786.7,2763,2780.1,956087666.9,33389,344348
2790,2808.5,2776.3,2788.6,1812538243,46586,649282
2794.4,2828,2794.35,2812.75,2426491056,54690,861750
2757,2797.15,2745,2789.55,2199085739,38695,790361
2770,2774.1,2741.75,2755.25,1529129539,45045,555299
2801.25,2814.95,2784.9,2792.05,2583290347,39415,924349
2783.15,2816.7,2772.25,2789.45,1915961375,41772,685337
2786,2799,2780.05,2789.5,3732425434,57743,1338059
2775.25,2788.05,2755.85,2776,3146426282,45960,1137168
2763.25,2782.35,2745.55,2755.9,2128777237,38173,770764
2781,2790,2745,2767.6,2591975294,45767,937502
2791.1,2801.9,2752,2770.95,2739211657,42209,987456
2792,2807.1,2770,2789.5,6086140895,90825,2185055
2804.75,2805.95,2780.55,2790.65,2375571952,40486,850691
2806,2825,2788.55,2799,2172918401,55541,774648
2812,2827.6,2801,2810.65,2364957344,42856,840376
2810,2828,2791.15,2814.65,2961464718,58536,1055317
2810,2828,2790.75,2798.2,3930489225,65721,1401412
2781,2798,2781,2789.6,2602037421,45504,932339
2793.6,2798.65,2777,2783.55,1780270083,34478,638785
2763.05,2810.6,2763.05,2796.3,2058265686,30471,737445
2805,2810,2777.45,2788.05,2542995182,57762,911324
2792,2806.65,2779.2,2797.95,4115011503,78047,1470884
2781,2788.8,2755.5,2767.45,4033128439,60460,1457603
2806,2809.45,2774.5,2787.05,7104457962,110978,2547235
2759.8,2836.95,2752.25,2806.5,17828225369,234348,6365595
2521,2722,2521,2712.1,30758286444,447907,11606571
2331,2342.65,2309.2,2322.3,3162589994,62125,1362627
2340.2,2361.8,2323.3,2331,1799509092,59342,768746
2365,2367.95,2323.5,2344,3763933979,78336,1608428
2351.1,2379.9,2335.55,2374.8,2593242701,52530,1095203
2348.4,2354.95,2332,2349.55,2478175756,55290,1056751
2315,2348.85,2311,2337.9,3087004937,60958,1324911
2316.2,2328,2303.5,2309.2,1258958158,45625,543743
2327.6,2329.9,2305.55,2308.85,857666562.9,14479,369999
2315,2324.1,2303.7,2318.7,999183466.7,22335,431478
2302.1,2325.5,2288.45,2323.2,2045474032,45301,883032
2327.8,2329,2276.65,2287.75,2327547705,30328,1013779
2323,2330.9,2304.35,2315.25,944006531.5,22339,407945
2321.1,2328.4,2313,2322.3,1255385533,30833,540499
2299,2321.3,2286.8,2296.85,1994799875,39328,865502
2306.1,2310,2278,2299.6,2419811134,70890,1055216
2274,2299.9,2270.05,2296.15,2853619303,85622,1248987
2260,2274.2,2245,2271,2345392175,75649,1036500
2267,2291.85,2256.95,2266.25,3109190473,55788,1370205
2273,2295.05,2266,2278.8,2423118621,66149,1063499
2304.95,2313.65,2272.4,2283.55,2852815482,57377,1245889
2310,2323.8,2286.25,2297.8,4428497898,128228,1919961
